id,team,img-team,league,img-league
1,1. FC Köln,https://futhead.cursecdn.com/static/img/22/clubs/31.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png
2,1. FC Magdeburg,https://futhead.cursecdn.com/static/img/22/clubs/110588.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png
3,1. FC Nürnberg,https://futhead.cursecdn.com/static/img/22/clubs/171.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png
4,1. FSV Mainz 05,https://futhead.cursecdn.com/static/img/22/clubs/169.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png
5,1860 München,https://futhead.cursecdn.com/static/img/22/clubs/33.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png
6,AC Ajaccio,https://futhead.cursecdn.com/static/img/22/clubs/614.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png
7,AC Monza,https://futhead.cursecdn.com/static/img/22/clubs/111811.png,Calcio B,https://futhead.cursecdn.com/static/img/22/leagues/2179.png
8,AD Alcorcón,https://futhead.cursecdn.com/static/img/22/clubs/100831.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png
9,AEK Athens,https://futhead.cursecdn.com/static/img/22/clubs/278.png,Hellas Liga,https://futhead.cursecdn.com/static/img/22/leagues/63.png
10,AFC Bournemouth,https://futhead.cursecdn.com/static/img/22/clubs/1943.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png
11,AFC Chindia,https://futhead.cursecdn.com/static/img/22/clubs/113387.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png
12,AFC Wimbledon,https://futhead.cursecdn.com/static/img/22/clubs/112259.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png
13,AIK,https://futhead.cursecdn.com/static/img/22/clubs/433.png,Allsvenskan,https://futhead.cursecdn.com/static/img/22/leagues/56.png
14,AJ Auxerre,https://futhead.cursecdn.com/static/img/22/clubs/57.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png
15,AS Monaco,https://futhead.cursecdn.com/static/img/22/clubs/69.png,Ligue 1 Uber Eats,https://futhead.cursecdn.com/static/img/22/leagues/16.png
16,AS Nancy Lorraine,https://futhead.cursecdn.com/static/img/22/clubs/1823.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png
17,AS Saint-Étienne,https://futhead.cursecdn.com/static/img/22/clubs/1819.png,Ligue 1 Uber Eats,https://futhead.cursecdn.com/static/img/22/leagues/16.png
18,ATK Mohun Bagan,https://futhead.cursecdn.com/static/img/22/clubs/113146.png,Hero Indian Super League,https://futhead.cursecdn.com/static/img/22/leagues/2149.png
19,AZ,https://futhead.cursecdn.com/static/img/22/clubs/1906.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png
20,Aalborg BK,https://futhead.cursecdn.com/static/img/22/clubs/820.png,3F Superliga,https://futhead.cursecdn.com/static/img/22/leagues/1.png
21,Aarhus GF,https://futhead.cursecdn.com/static/img/22/clubs/271.png,3F Superliga,https://futhead.cursecdn.com/static/img/22/leagues/1.png
22,Aberdeen,https://futhead.cursecdn.com/static/img/22/clubs/77.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png
23,Abha Club,https://futhead.cursecdn.com/static/img/22/clubs/113058.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
24,Academica,https://futhead.cursecdn.com/static/img/22/clubs/113391.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png
25,Accrington,https://futhead.cursecdn.com/static/img/22/clubs/110313.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png
26,Adana Demirspor,https://futhead.cursecdn.com/static/img/22/clubs/101016.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png
27,Adelaide United,https://futhead.cursecdn.com/static/img/22/clubs/111393.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png
28,Admira Wacker,https://futhead.cursecdn.com/static/img/22/clubs/111821.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png
29,Ajax,https://futhead.cursecdn.com/static/img/22/clubs/245.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png
30,Al Ahli,https://futhead.cursecdn.com/static/img/22/clubs/112387.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
31,Al Ain FC,https://futhead.cursecdn.com/static/img/22/clubs/111701.png,United Emirates League,https://futhead.cursecdn.com/static/img/22/leagues/2172.png
32,Al Batin,https://futhead.cursecdn.com/static/img/22/clubs/112990.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
33,Al Faisaly,https://futhead.cursecdn.com/static/img/22/clubs/112389.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
34,Al Fateh,https://futhead.cursecdn.com/static/img/22/clubs/112390.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
35,Al Fayha,https://futhead.cursecdn.com/static/img/22/clubs/113057.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
36,Al Hazem,https://futhead.cursecdn.com/static/img/22/clubs/113222.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
37,Al Hilal,https://futhead.cursecdn.com/static/img/22/clubs/605.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
38,Al Ittihad,https://futhead.cursecdn.com/static/img/22/clubs/607.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
39,Al Nassr,https://futhead.cursecdn.com/static/img/22/clubs/112139.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
40,Al Raed,https://futhead.cursecdn.com/static/img/22/clubs/112392.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
41,Al Shabab,https://futhead.cursecdn.com/static/img/22/clubs/111674.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
42,Al Taawoun,https://futhead.cursecdn.com/static/img/22/clubs/112393.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
43,Al Tai,https://futhead.cursecdn.com/static/img/22/clubs/112572.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png
44,Alanyaspor,https://futhead.cursecdn.com/static/img/22/clubs/113142.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png
45,Aldosivi,https://futhead.cursecdn.com/static/img/22/clubs/111707.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png
46,Altay SK,https://futhead.cursecdn.com/static/img/22/clubs/101006.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png
47,Always Ready,https://futhead.cursecdn.com/static/img/22/clubs/114577.png,CONMEBOL Libertadores,https://futhead.cursecdn.com/static/img/22/leagues/1003.png
48,Amiens SC,https://futhead.cursecdn.com/static/img/22/clubs/1816.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png
49,América,https://futhead.cursecdn.com/static/img/22/clubs/1879.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png
50,América de Cali,https://futhead.cursecdn.com/static/img/22/clubs/101099.png,CONMEBOL Libertadores,https://futhead.cursecdn.com/static/img/22/leagues/1003.png
51,Angers SCO,https://futhead.cursecdn.com/static/img/22/clubs/1530.png,Ligue 1 Uber Eats,https://futhead.cursecdn.com/static/img/22/leagues/16.png
52,Antalyaspor,https://futhead.cursecdn.com/static/img/22/clubs/741.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png
53,Apoel FC,https://futhead.cursecdn.com/static/img/22/clubs/100135.png,Liga Cyprus,https://futhead.cursecdn.com/static/img/22/leagues/2210.png
54,Argentinos Jrs.,https://futhead.cursecdn.com/static/img/22/clubs/111019.png,CONMEBOL Libertadores,https://futhead.cursecdn.com/static/img/22/leagues/1003.png
55,Arminia Bielefeld,https://futhead.cursecdn.com/static/img/22/clubs/159.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png
56,Arouca,https://futhead.cursecdn.com/static/img/22/clubs/112513.png,Liga Portugal,https://futhead.cursecdn.com/static/img/22/leagues/308.png
57,Arsenal,https://futhead.cursecdn.com/static/img/22/clubs/1.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png
58,Arsenal,https://futhead.cursecdn.com/static/img/22/clubs/110394.png,CONMEBOL Sudamericana,https://futhead.cursecdn.com/static/img/22/leagues/1014.png
59,Aston Villa,https://futhead.cursecdn.com/static/img/22/clubs/2.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png
60,Athletic Club,https://futhead.cursecdn.com/static/img/22/clubs/448.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png
61,Atl. Nacional,https://futhead.cursecdn.com/static/img/22/clubs/101100.png,CONMEBOL Libertadores,https://futhead.cursecdn.com/static/img/22/leagues/1003.png
62,Atlanta United,https://futhead.cursecdn.com/static/img/22/clubs/112885.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png
63,Atlas,https://futhead.cursecdn.com/static/img/22/clubs/101114.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png
64,Atlético Tucumán,https://futhead.cursecdn.com/static/img/22/clubs/111708.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png
65,Atlético de Madrid,https://futhead.cursecdn.com/static/img/22/clubs/240.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png
66,Atlético de San Luis,https://futhead.cursecdn.com/static/img/22/clubs/112678.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png
67,Austin FC,https://futhead.cursecdn.com/static/img/22/clubs/114161.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png
68,Austria Klagenfurt,https://futhead.cursecdn.com/static/img/22/clubs/1787.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png
69,Avispa Fukuoka,https://futhead.cursecdn.com/static/img/22/clubs/113186.png,Meiji Yasuda J1 League,https://futhead.cursecdn.com/static/img/22/leagues/349.png
70,B. Dortmund II,https://futhead.cursecdn.com/static/img/22/clubs/110676.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png
71,BK Häcken,https://futhead.cursecdn.com/static/img/22/clubs/711.png,Allsvenskan,https://futhead.cursecdn.com/static/img/22/leagues/56.png
72,BSC Young Boys,https://futhead.cursecdn.com/static/img/22/clubs/900.png,Credit Suisse Super League,https://futhead.cursecdn.com/static/img/22/leagues/189.png
